element	sp_num	obs_wl_vac	unc_obs_wl	ritz_wl_vac	unc_ritz_wl	intens	Aki	Acc	Ei	Ek	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Ne	8	"13.7083"	"0.0012"	"13.7076"	"0.0012"	"12000*"	""		"15.88881"	"920.38"	"1s2.2p"	"2P*"	"1/2"	"1s.2p2"	"2D"	""	2	10		""	"L9090"	
Ne	8	"13.7083"	"0.0012"	"13.7107"	"0.0012"	"12000*"	""		"16.09330"	"920.38"	"1s2.2p"	"2P*"	"3/2"	"1s.2p2"	"2D"	""	4	10		""	"L9090"	
Fe	19	"13.735"	"0.010"	"13.735"	"0.006"	"45"	""		"11.089"	"913.8"	"2s2.2p4"	"3P"	"1"	"2s2.2p3.(2D*<3/2>).3d"	"(3/2,5/2)*"	"2"	3	5		""	"L5090"	
Fe	19	"13.735"	"0.010"	"13.736"	"0.006"	"45"	"1.0e+13"	D	"20.93498"	"923.6"	"2s2.2p4"	"1D"	"2"	"2s2.2p3.(2D*<5/2>).3d"	"(5/2,3/2)*"	"3"	5	7		"T5298"	"L5090"	
Fe	19	"13.735"	"0.010"	"13.735"	"0.006"	"45"	"2.6e+13"	D	"40.312"	"943.0"	"2s2.2p4"	"1S"	"0"	"2s2.2p3.(2P*<3/2>).3d"	"(3/2,5/2)*"	"1"	1	3		"T5298"	"L5090"	
Fe	19	"13.735"	"0.010"	"13.734"	"0.006"	"45"	"2.4e+12"	E	"20.93498"	"923.7"	"2s2.2p4"	"1D"	"2"	"2s2.2p3.(2P*<1/2>).3d"	"(1/2,5/2)*"	"3"	5	7		"T5298"	"L5090"	
Fe	19	"13.795"	"0.010"	"13.795"	"0.006"	"55"	"7.0e+12"	D	"0.0000"	"898.8"	"2s2.2p4"	"3P"	"2"	"2s2.2p3.(4S*<3/2>).3d"	"(3/2,5/2)*"	"3"	5	7		"T4919"	"L5090"	
Fe	17	"13.823"	"0.005"	"13.823"	"0.008"	""	"3.3e+12"	D	"0.000"	"896.9"	"2s2.2p6"	"1S"	"0"	"2s.2p6.3p"	"1P*"	"1"	1	3		"T2774"	"L5090"	
Fe	19	""	""	"13.837"	"0.010"	""	"3.7e+11"	E	"20.93498"	"917.0"	"2s2.2p4"	"1D"	"2"	"2s2.2p3.(2D*<5/2>).3d"	"(5/2,5/2)*"	"3"	5	7		"T4919"	""	
Ne	8	"13.844"	"0.011"	"13.8217"	"0.0005"	"2400bl*"	""		"15.88881"	"912.92"	"1s2.2p"	"2P*"	"1/2"	"1s.2p2"	"4P"	"1/2"	2	2		""	"L9090"	
Ne	8	"13.844"	"0.011"	"13.8218"	"0.0005"	"2400bl*"	""		"16.09330"	"913.11"	"1s2.2p"	"2P*"	"3/2"	"1s.2p2"	"4P"	"5/2"	4	6		""	"L9090"	
Ne	8	"13.844"	"0.011"	"13.8234"	"0.0005"	"2400bl*"	""		"16.09330"	"913.01"	"1s2.2p"	"2P*"	"3/2"	"1s.2p2"	"4P"	"3/2"	4	4		""	"L9090"	
Ne	8	"13.844"	"0.011"	"13.8387"	"0.0006"	"2400bl*"	""		"0.00000"	"895.92"	"1s2.2s"	"2S"	"1/2"	"1s.2s.2p"	"4P*"	"3/2"	2	4		""	"L9090"	
Ne	8	"13.844"	"0.011"	"13.8396"	"0.0005"	"2400bl*"	""		"0.00000"	"895.87"	"1s2.2s"	"2S"	"1/2"	"1s.2s.2p"	"4P*"	"1/2"	2	2		""	"L9090"	
Ne	7	"13.844"	"0.011"	"13.841"	"0.023"	"80bl*"	""		"35.8724"	"931.6"	"1s2.2p2"	"3P"	"0"	"1s.2p3"	"3S*"	"1"	1	3		""	"L9089"	
Ne	7	"13.844"	"0.011"	"13.842"	"0.023"	"80bl*"	""		"35.9357"	"931.6"	"1s2.2p2"	"3P"	"1"	"1s.2p3"	"3S*"	"1"	3	3		""	"L9089"	
Ne	7	"13.844"	"0.011"	"13.844"	"0.021"	"80bl*"	""		"36.0452"	"931.6"	"1s2.2p2"	"3P"	"2"	"1s.2p3"	"3S*"	"1"	5	3		""	"L9089"	
Ne	7	"13.879"	"0.003"	"13.879"	"0.003"	"60"	""		"13.9733"	"907.30"	"1s2.2s.2p"	"3P*"	"2"	"1s.(2S).2s.2p2.(2D)"	"3D"	""	5	15		""	"L9089"	
Ne	7	"13.884"	"0.005"	"13.876"	"0.004"	"*"	""		"13.7936"	"907.3"	"1s2.2s.2p"	"3P*"	"0"	"1s.(2S).2s.2p2.(4P)"	"3P"	""	1	9		""	"L9089"	
Ne	7	"13.884"	"0.005"	"13.877"	"0.004"	"*"	""		"13.8500"	"907.3"	"1s2.2s.2p"	"3P*"	"1"	"1s.(2S).2s.2p2.(4P)"	"3P"	""	3	9		""	"L9089"	
Ne	7	"13.884"	"0.005"	"13.879"	"0.004"	"*"	""		"13.9733"	"907.3"	"1s2.2s.2p"	"3P*"	"2"	"1s.(2S).2s.2p2.(4P)"	"3P"	""	5	9		""	"L9089"	
Fe	17	"13.891"	"0.005"	"13.891"	"0.008"	""	"3.4e+11"	E	"0.000"	"892.5"	"2s2.2p6"	"1S"	"0"	"2s.2p6.3p"	"3P*"	"1"	1	3		"T2774"	"L5090"	
Fe	18	""	""	"13.919"	"0.010"	""	"9.6e+10"	E	"0.0000"	"890.7"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(1S).3d"	"2D"	"3/2"	4	4		"T4764"	""	
Ne	7	"13.941"	"0.004"	"13.941"	"0.004"	"14"	""		"26.65060"	"916.0"	"1s2.2s.2p"	"1P*"	"1"	"1s.(2S).2s.2p2.(2D)"	"1D"	"2"	3	5		""	"L9089"	
Ne	7	""	""	"13.943"	"0.003"	"m"	""		"36.0452"	"925.27"	"1s2.2p2"	"3P"	"2"	"1s.2p3"	"3D*"	""	5	15		""	"L9089"	
Fe	18	"13.954"	"0.010"	"13.954"	"0.006"	"55"	"1.1e+12"	D	"0.0000"	"888.5"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(1S).3d"	"2D"	"5/2"	4	6		"T4764"	"L2181"	
Fe	18	"14.121"	"0.010"	"14.121"	"0.006"	"75"	"1.5e+13"	D	"12.718"	"890.7"	"2s2.2p5"	"2P*"	"1/2"	"2s2.2p4.(1S).3d"	"2D"	"3/2"	2	4		"T4764"	"L5090"	
Fe	18	"14.152"	"0.010"	"14.152"	"0.006"	"60"	"4.3e+12"	E	"0.0000"	"876.1"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(1D).3d"	"2D"	"3/2"	4	4		"T4764"	"L5090"	
Ne	8	"14.190"	"0.010"	"14.1594"	"0.0016"	"900i*"	""		"15.88881"	"891.52"	"1s2.2p"	"2P*"	"1/2"	"1s.2s2"	"2S"	"1/2"	2	2		""	"L9090"	
Ne	8	"14.190"	"0.010"	"14.1627"	"0.0016"	"900i*"	""		"16.09330"	"891.52"	"1s2.2p"	"2P*"	"3/2"	"1s.2s2"	"2S"	"1/2"	4	2		""	"L9090"	
Fe	18	"14.203"	"0.010"	"14.203"	"0.006"	"60"	""		"0.0000"	"872.9"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(1D).3d"	"2D"	"5/2"	4	6		""	"L5090"	
Fe	18	"14.203"	"0.010"	"14.208"	"0.006"	"60"	"1.9e+13"	E	"0.0000"	"872.7"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(1D).3d"	"2P"	"3/2"	4	4		"T4764"	"L5090"	
Fe	18	"14.256"	"0.010"	"14.257"	"0.006"	"30"	"1.6e+13"	D	"0.0000"	"869.7"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(1D).3d"	"2S"	"1/2"	4	2		"T4764"	"L5090"	
Fe	18	"14.344"	"0.010"	"14.344"	"0.006"	"50"	""		"12.718"	"877.1"	"2s2.2p5"	"2P*"	"1/2"	"2s2.2p4.(1D).3d"	"2P"	"1/2"	2	2		""	"L5090"	
Fe	18	"14.361"	"0.010"	"14.361"	"0.006"	"60"	"1.5e+13"	E	"12.718"	"876.1"	"2s2.2p5"	"2P*"	"1/2"	"2s2.2p4.(1D).3d"	"2D"	"3/2"	2	4		"T4764"	"L2181"	
Fe	18	"14.373"	"0.010"	"14.373"	"0.006"	"70"	""		"0.0000"	"862.6"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(3P).3d"	"2D"	"5/2"	4	6		""	"L2181"	
Fe	18	"14.418"	"0.010"	"14.418"	"0.006"	"70"	"3.2e+12"	E	"12.718"	"872.7"	"2s2.2p5"	"2P*"	"1/2"	"2s2.2p4.(1D).3d"	"2P"	"3/2"	2	4		"T4764"	"L5090"	
Fe	18	"14.453"	"0.010"	"14.453"	"0.006"	"35"	""		"0.0000"	"857.8"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(3P).3d"	"4D"	"3/2"	4	4		""	"L5090"	
Fe	18	"14.469"	"0.010"	"14.468"	"0.006"	"35"	"2.7e+12"	D	"12.718"	"869.7"	"2s2.2p5"	"2P*"	"1/2"	"2s2.2p4.(1D).3d"	"2S"	"1/2"	2	2		"T4764"	"L5090"	
Fe	18	"14.486"	"0.010"	"14.486"	"0.006"	"40"	""		"0.0000"	"855.9"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(3P).3d"	"4D"	"1/2"	4	2		""	"L5090"	
Fe	18	"14.534"	"0.010"	"14.534"	"0.006"	"70"	""		"0.0000"	"853.1"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(3P).3d"	"2F"	"5/2"	4	6		""	"L5090"	
Fe	19	"14.534"	"0.010"	"14.534"	"0.006"	"70"	"6.8e+11"	D	"11.089"	"864.2"	"2s2.2p4"	"3P"	"1"	"2s2.2p3.(2P*).3s"	"3P*"	"2"	3	5		"T4919"	"L5090"	
Fe	18	"14.551"	"0.010"	"14.551"	"0.006"	"60"	""		"0.0000"	"852.1"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(3P).3d"	"4P"	"3/2"	4	4		""	"L5090"	
Fe	18	"14.581"	"0.010"	"14.581"	"0.006"	"60"	""		"0.0000"	"850.3"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(3P).3d"	"4P"	"1/2"	4	2		""	"L5090"	
Fe	19	""	""	"14.603"	"0.010"	""	"7.5e+11"	D	"9.330"	"858.3"	"2s2.2p4"	"3P"	"0"	"2s2.2p3.(2P*).3s"	"3P*"	"1"	1	3		"T4919"	""	
Fe	18	"14.610"	"0.010"	"14.610"	"0.006"	"35"	""		"12.718"	"861.4"	"2s2.2p5"	"2P*"	"1/2"	"2s2.2p4.(3P).3d"	"2P"	"3/2"	2	4		""	"L5090"	
Fe	19	""	""	"14.633"	"0.010"	""	"1.4e+11"	E	"0.0000"	"847.3"	"2s2.2p4"	"3P"	"2"	"2s2.2p3.(2D*).3s"	"1D*"	"2"	5	5		"T4919"	""	
O	8	""	""	"14.6343"	"0.0010"	""	"8.085e+10"	AA	"0.00000"	"(847.21753269)"	"1s"	"2S"	"1/2"	"6p"	"2P*"	"3/2"	2	4		"T6492extrap"	""	
O	8	""	""	"14.6344"	"0.0010"	""	"8.085e+10"	AA	"0.00000"	"(847.21063416)"	"1s"	"2S"	"1/2"	"6p"	"2P*"	"1/2"	2	2		"T6492extrap"	""	
Fe	19	"14.668"	"0.010"	"14.668"	"0.006"	"55"	"1.1e+12"	C	"11.089"	"856.4"	"2s2.2p4"	"3P"	"1"	"2s2.2p3.(2P*).3s"	"3P*"	"0"	3	1		"T4919"	"L5090"	
Fe	19	"14.668"	"0.010"	"14.667"	"0.006"	"55"	"1.1e+12"	C	"0.0000"	"845.3"	"2s2.2p4"	"3P"	"2"	"2s2.2p3.(2D*).3s"	"3D*"	"3"	5	7		"T4919"	"L5090"	
Fe	18	""	""	"14.67"	"0.10"	""	""		"12.718"	"857.8"	"2s2.2p5"	"2P*"	"1/2"	"2s2.2p4.(3P).3d"	"4D"	"3/2"	2	4		""	"L11926"	
Fe	19	""	""	"14.671"	"0.010"	""	"1.1e+12"	D	"20.93498"	"866.0"	"2s2.2p4"	"1D"	"2"	"2s2.2p3.(2P*).3s"	"1P*"	"1"	5	3		"T4919"	""	
Fe	19	""	""	"14.70"	"0.10"	""	"6.8e+11"	E	"20.93498"	"864.2"	"2s2.2p4"	"1D"	"2"	"2s2.2p3.(2P*).3s"	"3P*"	"2"	5	5		"T5298"	"L11926"	
Fe	19	"14.735"	"0.010"	"14.734"	"0.007"	"40"	"9.8e+11"	D	"0.0000"	"841.5"	"2s2.2p4"	"3P"	"2"	"2s2.2p3.(2D*).3s"	"3D*"	"2"	5	5		"T4919"	"L5090"	
Fe	18	"14.772"	"0.010"	"14.771"	"0.007"	""	""		"12.718"	"852.1"	"2s2.2p5"	"2P*"	"1/2"	"2s2.2p4.(3P).3d"	"4P"	"3/2"	2	4		""	"L2181"	
Fe	19	"14.806"	"0.010"	"14.806"	"0.007"	"20"	"5.6e+11"	E	"20.93498"	"858.3"	"2s2.2p4"	"1D"	"2"	"2s2.2p3.(2P*).3s"	"3P*"	"1"	5	3		"T4919"	"L5090"	
O	8	""	""	"14.8205"	"0.0010"	""	"1.409e+11"	AA	"0.00000"	"(836.57207008)"	"1s"	"2S"	"1/2"	"5p"	"2P*"	"3/2"	2	4		"T6492extrap"	""	
O	8	""	""	"14.8207"	"0.0010"	""	"1.409e+11"	AA	"0.00000"	"(836.56014875)"	"1s"	"2S"	"1/2"	"5p"	"2P*"	"1/2"	2	2		"T6492extrap"	""	
Fe	19	"14.823"	"0.010"	"14.827"	"0.007"	"15"	"2.7e+10"	E	"11.089"	"847.3"	"2s2.2p4"	"3P"	"1"	"2s2.2p3.(2D*).3s"	"1D*"	"2"	3	5		"T5298"	"L5090"	
Fe	19	"14.929"	"0.010"	"14.931"	"0.007"	"30"	"2.5e+11"	D	"11.089"	"841.5"	"2s2.2p4"	"3P"	"1"	"2s2.2p3.(2D*).3s"	"3D*"	"2"	3	5		"T4919"	"L5090"	
Fe	19	"14.929"	"0.010"	"14.929"	"0.007"	"30"	"1.2e+12"	D	"11.089"	"841.6"	"2s2.2p4"	"3P"	"1"	"2s2.2p3.(2D*).3s"	"3D*"	"1"	3	3		"T4919"	"L5090"	
Fe	19	"14.966"	"0.010"	"14.970"	"0.007"	"35"	"2.5e+12"	C	"0.0000"	"828.2"	"2s2.2p4"	"3P"	"2"	"2s2.2p3.(4S*).3s"	"3S*"	"1"	5	3		"T5298"	"L5090"	
Fe	19	"14.995"	"0.010"	"15.003"	"0.007"	"55"	"2.2e+12"	D	"20.93498"	"847.3"	"2s2.2p4"	"1D"	"2"	"2s2.2p3.(2D*).3s"	"1D*"	"2"	5	5		"T4919"	"L5090"	
Fe	17	"15.015"	"0.005"	"15.015"	"0.010"	""	"2.28e+13"	C+	"0.000"	"825.7"	"2s2.2p6"	"1S"	"0"	"2s2.2p5.3d"	"1P*"	"1"	1	3		"T3713"	"L5090"	
Fe	19	"15.015"	"0.010"	"15.015"	"0.007"	"100"	"1.4e+12"	D	"40.312"	"866.0"	"2s2.2p4"	"1S"	"0"	"2s2.2p3.(2P*).3s"	"1P*"	"1"	1	3		"T4919"	"L5090"	
Fe	19	""	""	"15.040"	"0.010"	""	"1.1e+11"	E	"20.93498"	"845.3"	"2s2.2p4"	"1D"	"2"	"2s2.2p3.(2D*).3s"	"3D*"	"3"	5	7		"T4919"	""	
Fe	19	"15.111"	"0.010"	"15.110"	"0.007"	"10"	"1.3e+11"	E	"20.93498"	"841.5"	"2s2.2p4"	"1D"	"2"	"2s2.2p3.(2D*).3s"	"3D*"	"2"	5	5		"T5298"	"L5090"	
Fe	19	"15.138"	"0.010"	"15.141"	"0.007"	"5"	"5.1e+11"	C	"9.330"	"828.2"	"2s2.2p4"	"3P"	"0"	"2s2.2p3.(4S*).3s"	"3S*"	"1"	1	3		"T5298"	"L5090"	
Fe	19	"15.172"	"0.010"	"15.173"	"0.007"	"25"	"6.7e+11"	C	"11.089"	"828.2"	"2s2.2p4"	"3P"	"1"	"2s2.2p3.(4S*).3s"	"3S*"	"1"	3	3		"T5298"	"L5090"	
O	8	""	""	"15.1760"	"0.0010"	""	"2.794e+11"	AA	"0.00000"	"(816.9743748)"	"1s"	"2S"	"1/2"	"4p"	"2P*"	"3/2"	2	4		"T6492extrap"	""	
O	8	""	""	"15.1765"	"0.0010"	""	"2.794e+11"	AA	"0.00000"	"(816.9510890)"	"1s"	"2S"	"1/2"	"4p"	"2P*"	"1/2"	2	2		"T6492extrap"	""	
Fe	18	""	""	"15.209"	"0.010"	""	"2.8e+11"	E	"0.0000"	"815.2"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(1S).3s"	"2S"	"1/2"	4	2		"T4764"	""	
Fe	17	"15.262"	"0.005"	"15.262"	"0.007"	""	"6.0e+12"	D	"0.000"	"812.369"	"2s2.2p6"	"1S"	"0"	"2s2.2p5.3d"	"3D*"	"1"	1	3		"T3713"	"L5090"	
Fe	17	""	""	"15.417"	"0.010"	""	"6.3e+06"	D	"0.000"	"804.211"	"2s2.2p6"	"1S"	"0"	"2s2.2p5.3d"	"3P*"	"2"	1	5	M2	"T3595"	""	
Fe	17	"15.450"	"0.005"	"15.452"	"0.007"	""	"9.0e+10"	E	"0.000"	"802.401"	"2s2.2p6"	"1S"	"0"	"2s2.2p5.3d"	"3P*"	"1"	1	3		"T3713"	"L5090"	
Fe	18	"15.450"	"0.010"	"15.450"	"0.007"	"30"	"1.1e+12"	D	"12.718"	"815.2"	"2s2.2p5"	"2P*"	"1/2"	"2s2.2p4.(1S).3s"	"2S"	"1/2"	2	2		"T4764"	"L5090"	
Fe	18	"15.625"	"0.010"	"15.625"	"0.007"	"70"	"1.1e+12"	D	"0.0000"	"793.5"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(1D).3s"	"2D"	"5/2"	4	6		"T4764"	"L5090"	
Fe	18	"15.766"	"0.010"	"15.766"	"0.007"	"35"	"1.4e+12"	D	"0.0000"	"786.4"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(3P).3s"	"2P"	"1/2"	4	2		"T4764"	"L5090"	
Fe	18	"15.828"	"0.010"	"15.828"	"0.008"	"50"	""		"0.0000"	"783.3"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(3P).3s"	"4P"	"3/2"	4	4		""	"L5090"	
Fe	18	""	""	"15.847"	"0.010"	""	"2.0e+11"	E	"0.0000"	"782.4"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(3P).3s"	"4P"	"1/2"	4	2		"T5298"	"L11926"	
Fe	18	"15.870"	"0.010"	"15.870"	"0.008"	"60"	"1.3e+12"	D	"12.718"	"794.0"	"2s2.2p5"	"2P*"	"1/2"	"2s2.2p4.(1D).3s"	"2D"	"3/2"	2	4		"T4764"	"L5090"	
Fe	18	"16.005"	"0.010"	"16.005"	"0.008"	"70"	""		"0.0000"	"774.7"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(3P).3s"	"2P"	"3/2"	4	4		""	"L5090"	
O	8	""	""	"16.0055"	"0.0010"	""	"6.855e+11"	AA	"0.00000"	"(774.6340493)"	"1s"	"2S"	"1/2"	"3p"	"2P*"	"3/2"	2	4		"T6492extrap"	""	
O	8	""	""	"16.0067"	"0.0010"	""	"6.853e+11"	AA	"0.00000"	"(774.5788493)"	"1s"	"2S"	"1/2"	"3p"	"2P*"	"1/2"	2	2		"T6492extrap"	""	
Fe	18	"16.026"	"0.010"	"16.026"	"0.008"	"45"	"1.5e+12"	D	"12.718"	"786.4"	"2s2.2p5"	"2P*"	"1/2"	"2s2.2p4.(3P).3s"	"2P"	"1/2"	2	2		"T4764"	"L5090"	
Fe	18	"16.072"	"0.010"	"16.072"	"0.008"	"20"	"9.1e+10"	E	"0.0000"	"771.4"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(3P).3s"	"4P"	"5/2"	4	6		"T4764"	"L5090"	
Fe	18	"16.087"	"0.010"	"16.089"	"0.008"	""	""		"12.718"	"783.3"	"2s2.2p5"	"2P*"	"1/2"	"2s2.2p4.(3P).3s"	"4P"	"3/2"	2	4		""	"L2181"	
Fe	18	"16.109"	"0.010"	"16.109"	"0.008"	""	""		"12.718"	"782.4"	"2s2.2p5"	"2P*"	"1/2"	"2s2.2p4.(3P).3s"	"4P"	"1/2"	2	2		""	"L2181"	
Fe	18	"16.165"	"0.010"	"16.165"	"0.011"	"150"	""		"132.0"	"899.0"	"2s.2p6"	"2S"	"1/2"	"2s.2p5.(3P*).3s"	"2P*"	"3/2"	2	4		""	"L18047"	
Fe	18	"16.234"	"0.010"	"16.234"	"0.011"	"55"	""		"132.0"	"895.7"	"2s.2p6"	"2S"	"1/2"	"2s.2p5.(3P*).3s"	"4P*"	"1/2"	2	2		""	"L18047"	
Fe	18	"16.272"	"0.010"	"16.272"	"0.008"	"7"	""		"12.718"	"774.7"	"2s2.2p5"	"2P*"	"1/2"	"2s2.2p4.(3P).3s"	"2P"	"3/2"	2	4		""	"L5090"	
Fe	18	"16.305"	"0.010"	"16.305"	"0.011"	"65"	""		"132.0"	"892.4"	"2s.2p6"	"2S"	"1/2"	"2s.2p5.(3P*).3s"	"4P*"	"3/2"	2	4		""	"L18047"	
Fe	18	"16.337"	"0.010"	"16.337"	"0.011"	""	""		"132.0"	"890.9"	"2s.2p6"	"2S"	"1/2"	"2s.2p5.(3P*).3s"	"4P*"	"5/2"	2	6	M2	""	"L18047"	
Fe	16	"16.696"	"0.010"	"16.695"	"0.008"	""	""		"34.3677"	"777.0"	"2p6.3p"	"2P*"	"1/2"	"2p5.(2P*<1/2>).3s.3p.(1P*<1>)"	"(1/2,1)"	"1/2"	2	2		""	"L4862"	
Fe	17	"16.777"	"0.005"	"16.776"	"0.008"	""	"8.29e+11"	C+	"0.000"	"739.054"	"2s2.2p6"	"1S"	"0"	"2s2.2p5.(2P*<1/2>).3s"	"(1/2,1/2)*"	"1"	1	3		"T3713"	"L5090"	
Fe	16	"16.839"	"0.010"	"16.836"	"0.009"	"7"	""		"34.3677"	"770.8"	"2p6.3p"	"2P*"	"1/2"	"2p5.(2P*<1/2>).3s.3p.(1P*<1>)"	"(1/2,1)"	"3/2"	2	4		""	"L4862"	
Fe	16	"16.890"	"0.010"	"16.893"	"0.009"	"13"	""		"83.7515"	"817.7"	"2p6.3d"	"2D"	"3/2"	"2p5.(2P*<1/2>).3s.3d.(1D<2>)"	"(1/2,2)*"	"3/2"	4	4		""	"L4862"	
Fe	16	"16.890"	"0.010"	"16.895"	"0.009"	"13"	""		"36.9650"	"770.8"	"2p6.3p"	"2P*"	"3/2"	"2p5.(2P*<1/2>).3s.3p.(1P*<1>)"	"(1/2,1)"	"3/2"	4	4		""	"L4862"	
Fe	16	"16.952"	"0.010"	"16.953"	"0.009"	"2"	""		"83.7515"	"815.1"	"2p6.3d"	"2D"	"3/2"	"2p5.(2P*<1/2>).3s.3d.(3D<1>)"	"(1/2,1)*"	"1/2"	4	2		""	"L4862"	
Fe	16	"16.993"	"0.010"	"17.005"	"0.009"	"7"	""		"83.7515"	"812.8"	"2p6.3d"	"2D"	"3/2"	"2p5.(2P*<1/2>).3s.3d.(1D<2>)"	"(1/2,2)*"	"5/2"	4	6		""	"L4862"	
Fe	16	"17.025"	"0.010"	"17.027"	"0.009"	"9"	""		"0.0000"	"728.2"	"2p6.3s"	"2S"	"1/2"	"2p5.3s2"	"2P*"	"1/2"	2	2		""	"L4862"	
Fe	16	"17.025"	"0.010"	"17.014"	"0.009"	"9"	""		"84.1116"	"812.8"	"2p6.3d"	"2D"	"5/2"	"2p5.(2P*<1/2>).3s.3d.(1D<2>)"	"(1/2,2)*"	"5/2"	6	6		""	"L4862"	
Fe	17	"17.054"	"0.005"	"17.051"	"0.009"	""	"9.33e+11"	C+	"0.000"	"727.139"	"2s2.2p6"	"1S"	"0"	"2s2.2p5.(2P*<3/2>).3s"	"(3/2,1/2)*"	"1"	1	3		"T3713"	"L5090"	
Fe	16	"17.087"	"0.010"	"17.089"	"0.009"	"15"	""		"34.3677"	"759.9"	"2p6.3p"	"2P*"	"1/2"	"2p5.(2P*<3/2>).3s.3p.(1P*<1>)"	"(3/2,1)"	"3/2"	2	4		""	"L4862"	
Fe	16	"17.087"	"0.010"	"17.089"	"0.009"	"15"	""		"84.1116"	"809.6"	"2p6.3d"	"2D"	"5/2"	"2p5.(2P*<1/2>).3s.3d.(3D<2>)"	"(1/2,2)*"	"3/2"	6	4		""	"L4862"	
Fe	17	"17.097"	"0.002"	"17.096"	"0.009"	""	"2.0e+05"	D+	"0.000"	"725.244"	"2s2.2p6"	"1S"	"0"	"2s2.2p5.(2P*<3/2>).3s"	"(3/2,1/2)*"	"2"	1	5	M2	"T2774"	"L3764"	
Fe	16	"17.124"	"0.010"	"17.130"	"0.009"	"25"	""		"84.1116"	"807.9"	"2p6.3d"	"2D"	"5/2"	"2p5.(2P*<1/2>).3s.3d.(3D<2>)"	"(1/2,2)*"	"5/2"	6	6		""	"L4862"	
Fe	16	"17.124"	"0.010"	"17.127"	"0.009"	"25"	""		"84.1116"	"808.0"	"2p6.3d"	"2D"	"5/2"	"2p5.(2P*<1/2>).3s.3d.(3D<3>)"	"(1/2,3)*"	"7/2"	6	8		""	"L4862"	
Fe	16	"17.124"	"0.010"	"17.122"	"0.009"	"25"	""		"83.7515"	"807.9"	"2p6.3d"	"2D"	"3/2"	"2p5.(2P*<1/2>).3s.3d.(3D<2>)"	"(1/2,2)*"	"5/2"	4	6		""	"L4862"	
Fe	24	""	""	"17.149"	"0.010"	""	"3.31e+11"	C+	"1162.7"	"1885.7"	"1s2.3p"	"2P*"	"1/2"	"1s2.7d"	"2D"	"3/2"	2	4		"T3015LS"	""	
Fe	16	"17.161"	"0.010"	"17.163"	"0.009"	"16"	""		"83.7515"	"806.1"	"2p6.3d"	"2D"	"3/2"	"2p5.(2P*<1/2>).3s.3d.(3D<1>)"	"(1/2,1)*"	"3/2"	4	4		""	"L4862"	
Fe	16	"17.161"	"0.010"	"17.163"	"0.009"	"16"	""		"83.7515"	"806.1"	"2p6.3d"	"2D"	"3/2"	"2p5.(2P*<1/2>).3s.3d.(3D<3>)"	"(1/2,3)*"	"5/2"	4	6		""	"L4862"	
Fe	16	"17.161"	"0.010"	"17.150"	"0.009"	"16"	""		"36.9650"	"759.9"	"2p6.3p"	"2P*"	"3/2"	"2p5.(2P*<3/2>).3s.3p.(1P*<1>)"	"(3/2,1)"	"3/2"	4	4		""	"L4862"	
Fe	16	"17.206"	"0.010"	"17.206"	"0.009"	"17"	""		"34.3677"	"754.9"	"2p6.3p"	"2P*"	"1/2"	"2p5.(2P*<1/2>).3s.3p.(3P*<1>)"	"(1/2,1)"	"3/2"	2	4		""	"L4862"	
Fe	16	"17.206"	"0.010"	"17.206"	"0.009"	"17"	""		"36.9650"	"757.5"	"2p6.3p"	"2P*"	"3/2"	"2p5.(2P*<3/2>).3s.3p.(1P*<1>)"	"(3/2,1)"	"5/2"	4	6		""	"L4862"	
Fe	16	"17.206"	"0.010"	"17.206"	"0.009"	"17"	""		"34.3677"	"754.9"	"2p6.3p"	"2P*"	"1/2"	"2p5.(2P*<3/2>).3s.3p.(1P*<1>)"	"(3/2,1)"	"1/2"	2	2		""	"L4862"	
Fe	16	"17.249"	"0.010"	"17.248"	"0.009"	"10"	""		"34.3677"	"753.2"	"2p6.3p"	"2P*"	"1/2"	"2p5.(2P*<1/2>).3s.3p.(3P*<0>)"	"(1/2,0)"	"1/2"	2	2		""	"L4862"	
